91;47;1;0;0
47;27;2;0;0
27;47;2;0;0
47;34;1;0;0
34;8;1;0;0
8;42;1;0;0
42;58;1;0;0
58;7;1;0;0
7;68;2;0;0
68;7;2;0;0
7;39;1;0;0
39;87;1;0;0
87;1;1;0;0
1;9;1;0;0
9;36;2;0;0
36;9;2;0;0
9;91;1;0;0
91;35;1;1;0
35;75;1;1;0
75;16;2;1;0
16;75;2;1;0
75;56;1;1;0
56;30;1;1;0
30;20;1;1;0
20;77;1;1;0
77;69;1;1;0
69;21;1;1;0
21;6;1;1;0
6;28;1;1;0
28;51;1;1;0
51;49;1;1;0
49;79;1;1;0
79;91;1;1;0
91;52;1;2;0
52;66;2;2;0
66;15;2;2;0
15;38;2;2;0
38;83;2;2;0
83;52;2;2;0
52;72;1;2;0
72;61;2;2;0
61;72;2;2;0
72;40;1;2;0
40;73;1;2;0
73;43;1;2;0
43;86;1;2;0
86;80;1;2;0
80;91;1;2;0
91;89;1;3;0
89;82;2;3;0
82;89;2;3;0
89;78;1;3;0
78;31;1;3;0
31;23;2;3;0
23;71;2;3;0
71;74;2;3;0
74;31;2;3;0
31;19;1;3;0
19;85;1;3;0
85;67;1;3;0
67;64;1;3;0
64;37;1;3;0
37;53;1;3;0
53;91;1;3;0
91;88;1;4;0
88;12;2;4;0
12;13;2;4;0
13;88;2;4;0
88;81;1;4;0
81;48;1;4;0
48;10;1;4;0
10;55;1;4;0
55;76;1;4;0
76;18;1;4;0
18;22;1;4;0
22;29;1;4;0
29;5;1;4;0
5;11;2;4;0
11;5;2;4;0
5;91;1;4;0
91;59;1;5;0
59;41;1;5;1
41;57;1;5;1
57;45;2;5;1
45;90;2;5;1
90;57;2;5;1
57;62;1;5;1
62;70;2;5;1
70;62;2;5;1
62;54;1;5;1
54;25;1;5;0
25;44;1;5;0
44;4;1;5;0
4;91;1;5;0
91;50;1;6;0
50;14;1;6;0
14;17;1;6;0
17;60;1;6;0
60;2;1;6;0
2;33;2;6;0
33;2;2;6;0
2;3;1;6;0
3;32;1;6;0
32;46;1;6;0
46;65;2;6;0
65;46;2;6;0
46;84;1;6;0
84;63;1;6;0
63;24;1;6;0
24;26;1;6;0
26;91;1;6;0
