81;10;1;0;0
10;37;1;0;0
37;55;1;0;0
55;36;1;0;0
36;64;2;0;0
64;36;2;0;0
36;59;1;0;0
59;57;1;0;0
57;69;1;0;0
69;14;1;0;0
14;1;1;0;0
1;79;1;0;0
79;23;1;0;0
23;22;1;0;0
22;81;1;0;0
81;50;1;1;0
50;63;1;1;0
63;32;1;1;0
32;35;1;1;0
35;73;1;1;0
73;48;1;1;0
48;19;2;1;0
19;48;2;1;0
48;71;1;1;0
71;76;1;1;0
76;52;1;1;0
52;62;1;1;0
62;28;1;1;0
28;81;1;1;0
81;7;1;2;0
7;67;1;2;0
67;13;1;2;0
13;47;1;2;0
47;11;1;2;0
11;2;1;2;0
2;58;1;2;0
58;54;1;2;0
54;80;1;2;0
80;9;2;2;0
9;80;2;2;0
80;60;1;2;0
60;51;1;2;0
51;15;1;2;0
15;21;1;2;0
21;81;1;2;0
81;39;1;3;0
39;18;1;3;0
18;53;1;3;0
53;16;1;3;0
16;46;1;3;0
46;70;1;3;0
70;25;1;3;0
25;20;1;3;0
20;8;1;3;0
8;29;2;3;0
29;8;2;3;0
8;33;1;3;0
33;30;1;3;0
30;77;1;3;0
77;31;1;3;0
31;24;1;3;0
24;81;1;3;0
81;17;1;4;0
17;56;1;4;0
56;34;1;4;0
34;40;1;4;0
40;6;1;4;0
6;41;1;4;0
41;5;1;4;0
5;44;1;4;0
44;43;1;4;0
43;12;1;4;0
12;45;1;4;0
45;4;1;4;0
4;68;1;4;0
68;66;1;4;0
66;81;1;4;0
81;61;1;5;0
61;27;1;5;1
27;74;2;5;1
74;27;2;5;1
27;65;2;5;1
65;3;2;5;1
3;27;2;5;1
27;38;1;5;1
38;26;1;5;0
26;78;2;5;0
78;26;2;5;0
26;75;1;5;0
75;49;1;5;0
49;72;1;5;0
72;42;1;5;0
42;81;1;5;0
