41;22;1;0;0
22;27;1;0;0
27;12;1;0;1
12;16;2;0;1
16;34;2;0;1
34;12;2;0;1
12;23;1;0;1
23;39;1;0;0
39;35;1;0;0
35;21;1;0;0
21;10;1;0;0
10;30;1;0;0
30;29;1;0;0
29;36;1;0;0
36;4;1;0;0
4;41;1;0;0
41;3;1;1;0
3;6;1;1;0
6;37;1;1;0
37;19;1;1;0
19;33;1;1;0
33;9;1;1;0
9;18;1;1;0
18;28;1;1;0
28;31;1;1;0
31;26;1;1;0
26;25;1;1;0
25;17;2;1;0
17;25;2;1;0
25;41;1;1;0
41;15;1;2;0
15;1;1;2;0
1;24;1;2;0
24;8;1;2;0
8;5;1;2;1
5;13;1;2;1
13;38;1;2;0
38;14;1;2;0
14;32;2;2;0
32;14;2;2;0
14;40;1;2;0
40;7;1;2;0
7;20;1;2;0
20;11;1;2;0
11;2;1;2;0
2;41;1;2;0
