51;43;1;0;0
43;46;1;0;0
46;31;1;0;0
31;28;2;0;0
28;31;2;0;0
31;18;1;0;0
18;10;1;0;0
10;40;1;0;0
40;9;2;0;0
9;40;2;0;0
40;23;1;0;0
23;44;1;0;0
44;37;1;0;0
37;42;1;0;0
42;33;1;0;0
33;51;1;0;0
51;4;1;1;0
4;34;1;1;0
34;24;1;1;0
24;8;1;1;0
8;12;1;1;0
12;50;1;1;0
50;5;1;1;0
5;36;1;1;0
36;22;1;1;0
22;41;1;1;1
41;13;2;1;1
13;41;2;1;1
41;39;1;1;1
39;17;1;1;0
17;51;1;1;0
51;47;1;2;0
47;16;1;2;0
16;25;2;2;0
25;2;2;2;0
2;21;2;2;0
21;16;2;2;0
16;38;1;2;0
38;49;1;2;0
49;1;2;2;0
1;49;2;2;0
49;30;1;2;0
30;27;1;2;0
27;20;1;2;0
20;51;1;2;0
51;48;1;3;0
48;32;1;3;0
32;19;2;3;0
19;45;2;3;0
45;32;2;3;0
32;3;1;3;0
3;35;1;3;0
35;26;1;3;0
26;14;1;3;0
14;11;1;3;0
11;6;1;3;0
6;29;1;3;0
29;15;1;3;0
15;7;1;3;0
7;51;1;3;0
