81;2;1;0;0
2;30;1;0;0
30;4;1;0;0
4;19;1;0;0
19;22;1;0;0
22;47;1;0;0
47;31;1;0;0
31;44;1;0;0
44;49;1;0;0
49;23;1;0;0
23;15;1;0;0
15;54;1;0;0
54;63;1;0;0
63;36;1;0;0
36;64;1;0;0
64;81;1;0;0
81;80;1;1;0
80;50;1;1;0
50;5;1;1;0
5;34;2;1;0
34;5;2;1;0
5;67;1;1;0
67;14;1;1;0
14;39;1;1;1
39;46;1;1;0
46;8;1;1;0
8;35;1;1;1
35;33;1;1;1
33;70;1;1;1
70;29;1;1;1
29;81;1;1;1
81;1;1;2;0
1;65;1;2;0
65;79;1;2;0
79;26;1;2;0
26;16;1;2;0
16;69;1;2;0
69;61;1;2;0
61;52;1;2;0
52;13;1;2;0
13;9;1;2;0
9;12;1;2;0
12;62;1;2;0
62;59;1;2;0
59;81;1;2;0
81;45;1;3;0
45;6;1;3;0
6;3;1;3;0
3;60;1;3;0
60;57;1;3;0
57;21;1;3;0
21;28;1;3;0
28;72;1;3;0
72;68;2;3;0
68;72;2;3;0
72;42;1;3;0
42;55;1;3;0
55;66;1;3;0
66;51;1;3;0
51;81;1;3;0
81;11;1;4;0
11;17;1;4;0
17;58;1;4;0
58;41;1;4;0
41;43;1;4;0
43;78;1;4;0
78;25;1;4;0
25;38;1;4;0
38;27;1;4;0
27;10;1;4;0
10;73;1;4;0
73;37;2;4;0
37;73;2;4;0
73;20;1;4;0
20;81;1;4;0
81;18;1;5;0
18;74;1;5;0
74;40;1;5;0
40;71;1;5;0
71;76;1;5;0
76;75;1;5;0
75;56;1;5;0
56;77;1;5;0
77;24;1;5;0
24;48;2;5;0
48;24;2;5;0
24;53;1;5;0
53;7;1;5;0
7;32;1;5;0
32;81;1;5;0
