71;5;1;0;0
5;13;1;0;0
13;47;1;0;0
47;49;2;0;0
49;25;2;0;0
25;3;2;0;0
3;35;2;0;0
35;23;2;0;0
23;2;2;0;0
2;47;2;0;0
47;68;1;0;0
68;61;1;0;0
61;69;1;0;0
69;71;1;0;0
71;45;1;1;0
45;46;1;1;0
46;33;1;1;0
33;54;2;1;0
54;33;2;1;0
33;53;1;1;0
53;50;2;1;0
50;4;2;1;0
4;29;2;1;0
29;53;2;1;0
53;15;1;1;0
15;41;1;1;0
41;71;1;1;0
71;27;1;2;1
27;44;2;2;1
44;51;2;2;1
51;27;2;2;1
27;65;1;2;0
65;62;1;2;0
62;37;1;2;0
37;52;1;2;0
52;57;2;2;0
57;52;2;2;0
52;16;1;2;0
16;55;1;2;0
55;22;1;2;0
22;71;1;2;0
71;70;1;3;0
70;14;2;3;0
14;70;2;3;0
70;20;1;3;0
20;67;1;3;0
67;59;1;3;0
59;6;1;3;0
6;24;1;3;0
24;63;1;3;0
63;39;1;3;0
39;11;1;3;0
11;32;2;3;0
32;11;2;3;0
11;66;1;3;0
66;21;1;3;0
21;38;1;3;0
38;71;1;3;0
71;42;1;4;0
42;34;2;4;0
34;42;2;4;0
42;26;1;4;0
26;28;2;4;0
28;26;2;4;0
26;7;1;4;0
7;56;1;4;0
56;31;1;4;0
31;17;2;4;0
17;31;2;4;0
31;40;1;4;0
40;30;1;4;0
30;36;1;4;0
36;1;1;4;0
1;71;1;4;0
71;9;1;5;0
9;60;1;5;0
60;19;1;5;0
19;18;1;5;0
18;12;1;5;0
12;43;1;5;0
43;10;2;5;0
10;48;2;5;0
48;58;2;5;0
58;43;2;5;0
43;8;1;5;0
8;64;2;5;0
64;8;2;5;0
8;71;1;5;0
