61;4;1;0;0
4;40;1;0;0
40;48;1;0;0
48;20;1;0;0
20;32;1;0;1
32;5;2;0;1
5;32;2;0;1
32;57;1;0;1
57;37;1;0;0
37;50;1;0;0
50;23;1;0;0
23;33;2;0;0
33;23;2;0;0
23;61;1;0;0
61;6;1;1;0
6;16;1;1;0
16;41;2;1;0
41;18;2;1;0
18;16;2;1;0
16;49;1;1;0
49;27;2;1;0
27;49;2;1;0
49;55;1;1;0
55;12;2;1;0
12;55;2;1;0
55;21;1;1;0
21;46;1;1;0
46;61;1;1;0
61;54;1;2;0
54;39;1;2;0
39;1;1;2;0
1;11;1;2;0
11;36;1;2;0
36;9;1;2;0
9;52;2;2;0
52;9;2;2;0
9;25;1;2;0
25;34;1;2;0
34;43;1;2;0
43;42;2;2;0
42;43;2;2;0
43;51;1;2;0
51;3;1;2;0
3;19;1;2;0
19;61;1;2;0
61;29;1;3;0
29;10;1;3;0
10;17;1;3;0
17;14;1;3;0
14;56;1;3;0
56;47;1;3;0
47;15;1;3;0
15;28;2;3;0
28;53;2;3;0
53;58;2;3;0
58;59;2;3;0
59;45;2;3;0
45;15;2;3;0
15;61;1;3;0
61;38;1;4;0
38;8;1;4;0
8;26;1;4;0
26;30;1;4;0
30;13;2;4;0
13;30;2;4;0
30;31;1;4;0
31;24;2;4;0
24;31;2;4;0
31;35;1;4;0
35;44;2;4;0
44;35;2;4;0
35;2;1;4;0
2;22;1;4;0
22;60;1;4;0
60;7;1;4;0
7;61;1;4;0
