61;59;1;0;0
59;6;1;0;0
6;44;1;0;0
44;51;1;0;0
51;24;1;0;0
24;50;1;0;0
50;3;1;0;0
3;60;1;0;0
60;53;1;0;0
53;9;1;0;0
9;28;2;0;0
28;46;2;0;0
46;8;2;0;0
8;9;2;0;0
9;61;1;0;0
61;25;1;1;0
25;4;1;1;0
4;29;2;1;0
29;7;2;1;0
7;40;2;1;0
40;35;2;1;0
35;15;2;1;0
15;4;2;1;0
4;21;1;1;0
21;12;1;1;0
12;34;1;1;0
34;56;1;1;0
56;61;1;1;0
61;41;1;2;0
41;55;1;2;0
55;48;1;2;0
48;18;1;2;0
18;30;1;2;0
30;43;2;2;0
43;30;2;2;0
30;45;1;2;0
45;33;1;2;0
33;13;2;2;0
13;33;2;2;0
33;54;1;2;0
54;27;2;2;0
27;54;2;2;0
54;23;1;2;0
23;37;2;2;0
37;23;2;2;0
23;61;1;2;0
61;5;1;3;0
5;22;2;3;0
22;5;2;3;0
5;58;1;3;0
58;26;1;3;0
26;42;1;3;0
42;32;2;3;0
32;1;2;3;0
1;49;2;3;0
49;19;2;3;0
19;42;2;3;0
42;14;1;3;0
14;2;1;3;0
2;61;1;3;0
61;39;1;4;0
39;36;1;4;0
36;47;1;4;0
47;17;1;4;0
17;52;1;4;1
52;31;2;4;1
31;38;2;4;1
38;52;2;4;1
52;11;1;4;1
11;20;1;4;0
20;57;1;4;0
57;10;1;4;0
10;16;1;4;0
16;61;1;4;0
