iter,time,valid,config7_cost,solver_cost,easy_cost,number_of_violations,classifier_score,entropy_score,top_arc_value,top_3_arcs
1,1.1639421489089727,False,0,0,0,,0.013783562928438187,4.393315,0.2796889911095301,0.26919447746541764
2,0.8581087980419397,True,1263.87,1264.24,1263.78,0.0,0.6155887842178345,3.9251237,0.3186465439076225,0.23636705424222682
3,0.8571882480755448,True,1263.87,1264.4,1263.78,0.0,0.4746406674385071,4.53374,0.8992151816685995,0.8549869974454243
4,0.8620528210885823,False,1263.87,1264.4,1263.78,1.0,0.4746406674385071,4.53374,0.8992151816685995,0.8549869974454243
5,0.8610598128288984,False,1263.87,1264.4,1263.78,1.0,0.40468356013298035,4.4882803,0.741802183787028,0.6877969463666279
6,0.856192871928215,False,1263.87,1265.77,1263.78,1.0,0.031100034713745117,4.374396,0.9066756169001261,0.869312541352378
7,0.8594209155999124,False,1263.87,1265.77,1263.78,1.0,0.031100034713745117,4.374396,0.9066756169001261,0.869312541352378
8,0.8780538579449058,False,1263.87,1264.9,1263.78,1.0,0.016816619783639908,4.1623106,0.8665432572364807,0.7854275107383728
9,0.8588465042412281,False,1263.87,1263.54,1263.78,1.0,0.17424820363521576,4.2959967,0.8910863836606343,0.8478154513570998
10,1.1862667608074844,False,1263.87,1263.54,1263.78,1.0,0.1739100217819214,4.295356,0.8915685494740804,0.8482527944776748
11,0.8631788287311792,False,1263.87,1264.4,1263.78,1.0,0.40468356013298035,4.4882803,0.741802183787028,0.6877969463666279
12,0.8890438531525433,False,1263.87,1265.45,1263.78,1.0,0.1001548320055008,4.301512,0.9019746104876201,0.8844857970873514
13,0.8623780999332666,False,1263.87,1265.45,1263.78,1.0,0.1001548320055008,4.301512,0.9019746104876201,0.8844857970873514
14,0.8555080089718103,False,1263.87,1265.45,1263.78,1.0,0.100141741335392,4.3014884,0.901968773206075,0.8844853281974793
15,0.8657841118983924,False,1263.87,1265.67,1263.78,1.0,0.4269009828567505,4.5408688,0.8839988827705383,0.8687715093294779
16,0.8515537399798632,False,1263.87,1264.81,1263.78,1.0,0.0016033884603530169,4.204689,0.8092040141423543,0.7557012134128147
17,0.8685285830870271,False,1263.87,1273.44,1263.78,1.0,0.04055682197213173,4.3302064,0.5087296962738037,0.45796624388959667
18,0.8817676161415875,False,1263.87,1268.08,1263.78,1.0,0.025435438379645348,4.4150553,0.64874214331309,0.5841795964373483
19,1.1362470141611993,False,1263.87,1265.67,1263.78,1.0,0.4269464612007141,4.54088,0.8839989145596822,0.8687715676095751
20,0.8654740140773356,False,1263.87,1273.44,1263.78,1.0,0.04055682197213173,4.3302064,0.5087296962738037,0.45796624388959667
