iter,time,valid,config7_cost,solver_cost,easy_cost,number_of_violations,classifier_score,entropy_score,top_arc_value,top_3_arcs
1,0.8257338432595134,False,0,0,0,,1.0,3.519711,0.9406791687011719,0.8220681455400255
2,0.8239766862243414,False,1259.23,1258.26,1262.92,2.0,0.999659538269043,3.4596746,0.5184358477592468,0.41596423586209613
3,0.82207070896402,False,1259.23,1259.59,1262.92,2.0,0.6838690042495728,4.1669836,0.9592414021492004,0.6109157544043329
4,0.8299761828966439,False,1259.23,1259.78,1262.92,2.0,0.00023187998158391565,4.3200355,0.6301782737175624,0.5798345516125362
5,0.8192520109005272,False,1259.23,1260.28,1262.92,2.0,3.843359081656672e-06,4.333708,0.5075596988201141,0.4755021293958028
6,0.8214564509689808,False,1259.23,1260.28,1262.92,3.0,4.421794983500149e-06,4.337242,0.49920594692230225,0.4675915996233622
7,1.0473528830334544,False,1259.23,1260.28,1262.92,3.0,4.421794983500149e-06,4.337242,0.49920594692230225,0.4675915996233622
8,0.8324802019633353,False,1259.23,1260.28,1262.92,3.0,4.421794983500149e-06,4.337242,0.49920594692230225,0.4675915996233622
9,0.8333668718114495,False,1259.23,1260.28,1262.92,3.0,4.421794983500149e-06,4.337242,0.49920594692230225,0.4675915996233622
10,0.839513183105737,False,1259.23,1260.28,1262.92,3.0,4.421794983500149e-06,4.337242,0.49920594692230225,0.4675915996233622
11,0.8307643821462989,False,1259.23,1260.28,1262.92,3.0,4.421794983500149e-06,4.337242,0.49920594692230225,0.4675915996233622
12,0.821714963298291,False,1259.23,1260.28,1262.92,3.0,4.421794983500149e-06,4.337242,0.49920594692230225,0.4675915996233622
13,0.823230299167335,False,1259.23,1260.28,1262.92,3.0,4.421794983500149e-06,4.337242,0.49920594692230225,0.4675915996233622
14,0.8254862800240517,False,1259.23,1260.28,1262.92,3.0,4.421794983500149e-06,4.337242,0.49920594692230225,0.4675915996233622
15,1.0587330348789692,False,1259.23,1260.28,1262.92,3.0,4.421794983500149e-06,4.337242,0.49920594692230225,0.4675915996233622
16,0.8191349911503494,False,1259.23,1260.28,1262.92,3.0,4.421794983500149e-06,4.337242,0.49920594692230225,0.4675915996233622
17,0.8301361273042858,False,1259.23,1260.28,1262.92,3.0,4.421794983500149e-06,4.337242,0.49920594692230225,0.4675915996233622
18,0.8296135729178786,False,1259.23,1260.28,1262.92,3.0,4.421794983500149e-06,4.337242,0.49920594692230225,0.4675915996233622
19,0.8267693920060992,False,1259.23,1260.28,1262.92,3.0,4.421794983500149e-06,4.337242,0.49920594692230225,0.4675915996233622
20,0.8215719200670719,False,1259.23,1260.28,1262.92,3.0,4.421794983500149e-06,4.337242,0.49920594692230225,0.4675915996233622
