iter,time,valid,config7_cost,solver_cost,easy_cost,number_of_violations,classifier_score,entropy_score,top_arc_value,top_3_arcs
1,0.8183396719396114,False,0,0,0,,0.32994139194488525,4.0590444,0.99864714940389,0.8648628658718533
2,0.8212674828246236,True,1263.32,1263.32,1265.58,0.0,0.001867935759946704,4.5561247,0.8513555884361267,0.8249266048272451
3,0.8216159204021096,False,1263.32,1263.32,1265.58,1.0,0.013562935404479504,4.587657,0.8499066233634949,0.8207259032461378
4,1.0419889176264405,False,1263.32,1263.32,1265.58,1.0,0.013562935404479504,4.587657,0.8499066233634949,0.8207259032461378
5,0.8209722652100027,True,1263.32,1264.98,1265.58,0.0,0.005631063599139452,4.5629025,0.8804807980855306,0.7789851036336687
6,0.8256789688020945,False,1263.32,1263.32,1265.58,1.0,0.0018419631524011493,4.5529475,0.8515674948692322,0.8257125006781685
7,0.8481280310079455,False,1263.32,1263.32,1265.58,1.0,0.0018419631524011493,4.5529475,0.8515674948692322,0.8257125006781685
8,0.8222863143309951,False,1263.32,1264.98,1265.58,1.0,0.03641790524125099,4.5976644,0.8789210677146911,0.7747848722669812
9,0.8284743712283671,False,1263.32,1263.32,1265.58,1.0,0.0018419631524011493,4.5529475,0.8515674948692322,0.8257125006781685
10,0.8177401782013476,False,1263.32,1263.32,1265.58,1.0,0.0018419631524011493,4.5529475,0.8515674948692322,0.8257125006781685
11,0.8236485943198204,False,1263.32,1264.98,1265.58,1.0,0.03641790524125099,4.5976644,0.8789210677146911,0.7747848722669812
12,1.0474129621870816,False,1263.32,1263.32,1265.58,1.0,0.0018419631524011493,4.5529475,0.8515674948692322,0.8257125006781685
13,0.84370227297768,False,1263.32,1263.32,1265.58,1.0,0.0018419631524011493,4.5529475,0.8515674948692322,0.8257125006781685
14,0.8499409002251923,False,1263.32,1264.98,1265.58,1.0,0.03641790524125099,4.5976644,0.8789210677146911,0.7747848722669812
15,0.8348331823945045,False,1263.32,1263.32,1265.58,1.0,0.0018419631524011493,4.5529475,0.8515674948692322,0.8257125006781685
16,0.8396011958830059,False,1263.32,1263.32,1265.58,1.0,0.0018419631524011493,4.5529475,0.8515674948692322,0.8257125006781685
17,0.8182476940564811,False,1263.32,1264.98,1265.58,1.0,0.03641790524125099,4.5976644,0.8789210677146911,0.7747848722669812
18,0.8258329038508236,False,1263.32,1263.32,1265.58,1.0,0.0018419631524011493,4.5529475,0.8515674948692322,0.8257125006781685
19,0.829440149012953,False,1263.32,1263.32,1265.58,1.0,0.0018419631524011493,4.5529475,0.8515674948692322,0.8257125006781685
20,1.0509724649600685,False,1263.32,1264.98,1265.58,1.0,0.03641790524125099,4.5976644,0.8789210677146911,0.7747848722669812
