iter,time,valid,config7_cost,solver_cost,easy_cost,number_of_violations,classifier_score,entropy_score,top_arc_value,top_3_arcs
1,0.8601158373057842,False,0,0,0,,0.09573535621166229,4.557333,0.7385273575782776,0.630149875746833
2,1.1124095837585628,False,1268.33,1269.02,1265.52,2.0,0.3678951859474182,4.543169,0.42782458662986755,0.40612154205640155
3,0.8641991317272186,False,1268.33,1267.43,1265.52,1.0,0.02809493988752365,4.5102615,0.8620514392852783,0.7344379583994547
4,0.8452793420292437,False,1268.33,1267.43,1265.52,1.0,0.018902648240327835,4.5008945,0.8670680165290833,0.7345410307248433
5,0.8534904071129858,False,1268.33,1269.02,1265.52,3.0,0.36784598231315613,4.543154,0.42782047390937805,0.40611723330285815
6,0.8505175891332328,False,1268.33,1269.02,1265.52,3.0,0.3838578462600708,4.5456305,0.42735737562179565,0.404644031657113
7,0.8729026112705469,False,1268.33,1269.02,1265.52,3.0,0.3838578462600708,4.5456305,0.42735737562179565,0.404644031657113
8,0.8551616678014398,False,1268.33,1269.58,1265.52,3.0,0.4383339285850525,4.555786,0.5261206030845642,0.49662629895740085
9,0.8502765381708741,False,1268.33,1270.18,1265.52,3.0,0.407444030046463,4.5225916,0.3579436242580414,0.3444883068402608
10,0.8558921590447426,False,1268.33,1269.58,1265.52,3.0,0.4384046494960785,4.555728,0.5258896946907043,0.4964099142286513
11,1.139890423975885,False,1268.33,1269.58,1265.52,3.0,0.4209516644477844,4.555831,0.5387450456619263,0.5079918960730235
12,0.8916323869489133,False,1268.33,1269.58,1265.52,3.0,0.4209516644477844,4.555831,0.5387450456619263,0.5079918960730235
13,0.8520034016110003,False,1268.33,1270.35,1265.52,3.0,0.41833776235580444,4.351486,0.3547590374946594,0.3296343727244271
14,0.8505606739781797,False,1268.33,1271.11,1265.52,3.0,0.08815658837556839,4.438867,0.787193775177002,0.7854202462567224
15,0.8425739980302751,False,1268.33,1272.09,1265.52,3.0,0.010136600583791733,4.2926254,0.9081982572873434,0.8955735431777107
16,0.8476739362813532,False,1268.33,1273.28,1265.52,4.0,0.06522741168737411,4.433002,0.7273612737655639,0.6877289295196533
17,0.8574026697315276,False,1268.33,1272.09,1265.52,4.0,0.010128743946552277,4.2926226,0.9081966678301493,0.895572363005744
18,0.8583041219972074,False,1268.33,1272.21,1265.52,4.0,0.10934200882911682,4.382641,0.7592803180217743,0.6595995181136661
19,0.85517324693501,False,1268.33,1271.52,1265.52,4.0,0.09623081237077713,4.435464,0.8317405740420024,0.7904920783307818
20,1.1598838060162961,False,1268.33,1271.52,1265.52,4.0,0.09623081237077713,4.435464,0.8317405740420024,0.7904920783307818
