iter,time,valid,config7_cost,solver_cost,easy_cost,number_of_violations,classifier_score,entropy_score,top_arc_value,top_3_arcs
1,0.8178023584187031,False,0,0,0,,0.03750191628932953,6.110995,0.5655254185199737,0.4412774913840824
2,0.8146545523777604,True,1258.55,1258.62,1261.04,0.0,0.004129706881940365,6.138035,0.9342851678530375,0.9124037835333082
3,0.8228777823969722,True,1258.55,1259.11,1261.04,0.0,0.008117507211863995,6.1585045,0.9270423769950866,0.8953287323315938
4,0.8160624094307423,True,1258.55,1259.68,1261.04,0.0,0.006018730811774731,6.160653,0.9033496061960856,0.8463514420721266
5,1.0299330791458488,True,1258.55,1260.11,1261.04,0.0,0.007449144497513771,6.1641817,0.8864682435989379,0.8292562868860033
6,0.8191592013463378,True,1258.55,1260.99,1261.04,0.0,0.010846161283552647,6.219164,0.7850921750068665,0.7571559429168703
7,0.81951545458287,True,1258.55,1261.0,1261.04,0.0,0.008865796960890293,6.2125115,0.7801611224810282,0.6989387724134657
8,0.8183276429772377,False,1258.55,1260.59,1261.04,1.0,0.0060126944445073605,6.184086,0.8848405202229818,0.8285309712092083
9,0.8227038132026792,False,1258.55,1260.63,1261.04,1.0,0.004103069193661213,6.1685815,0.9098932822545369,0.8163012107213339
10,0.8256331980228424,False,1258.55,1260.63,1261.04,1.0,0.0041029485873878,6.168584,0.9098910649617513,0.8163097023963929
11,0.8210506709292531,True,1258.55,1261.67,1261.04,0.0,0.005109029822051525,6.1922064,0.6969032764434815,0.6001005682680342
12,0.8252539802342653,True,1258.55,1261.87,1261.04,0.0,0.005656589288264513,6.1875644,0.6865283568700155,0.5667648699548509
13,1.0464133359491825,True,1258.55,1262.07,1261.04,0.0,0.0037331227213144302,6.1436605,0.5069278637568156,0.4957450343502892
14,0.811245889402926,True,1258.55,1262.31,1261.04,0.0,0.003455373225733638,6.136123,0.4505727728207906,0.41992337670591146
15,0.8167215334251523,True,1258.55,1262.47,1261.04,0.0,0.0028529397677630186,6.13711,0.6865421613057454,0.6478321446312799
16,0.8191360710188746,False,1258.55,1262.31,1261.04,1.0,0.004219324793666601,6.1319532,0.9444384415944417,0.7098988619115617
17,0.8247276488691568,False,1258.55,1262.31,1261.04,1.0,0.004535666201263666,6.146264,0.9445060968399048,0.7104920778009626
18,0.8342214366421103,False,1258.55,1262.81,1261.04,1.0,0.004404646344482899,6.169528,0.5360276103019714,0.5167971021599239
19,0.8181310696527362,False,1258.55,1262.81,1261.04,1.0,0.004782420117408037,6.1631103,0.674837875366211,0.5954009301132626
20,0.821297550573945,True,1258.55,1263.29,1261.04,0.0,0.003854041686281562,6.1378055,0.6590088725090026,0.5545949197684725
