iter,time,valid,config7_cost,solver_cost,easy_cost,number_of_violations,classifier_score,entropy_score,top_arc_value,top_3_arcs
1,0.8230662848800421,False,0,0,0,,0.7785216569900513,6.081135,0.8257262349128723,0.7166916635301378
2,0.8247684147208929,True,1265.73,1263.22,1268.69,0.0,0.11106186360120773,6.2872844,0.4971768339474996,0.47714970045619537
3,1.0564968585968018,True,1265.73,1263.36,1268.69,0.0,0.14351260662078857,6.296477,0.46888687610626223,0.45395912461810645
4,0.8183066481724381,False,1265.73,1263.36,1268.69,1.0,0.14351260662078857,6.296477,0.46888687610626223,0.45395912461810645
5,0.8290141271427274,False,1265.73,1263.36,1268.69,1.0,0.14351260662078857,6.296477,0.46888687610626223,0.45395912461810645
6,0.8270091423764825,True,1265.73,1264.08,1268.69,0.0,0.1655268371105194,6.318977,0.49267300168673195,0.470279594262441
7,0.8317045997828245,False,1265.73,1263.36,1268.69,1.0,0.14351260662078857,6.296477,0.46888687610626223,0.45395912461810645
8,0.8229955174028873,False,1265.73,1263.36,1268.69,1.0,0.14351260662078857,6.296477,0.46888687610626223,0.45395912461810645
9,0.8250989830121398,True,1265.73,1265.02,1268.69,0.0,0.16138441860675812,6.3294783,0.4693409780661265,0.4506546523835924
10,1.0384663483127952,True,1265.73,1265.19,1268.69,0.0,0.12130555510520935,6.260241,0.5151871899763744,0.4777196887466643
11,0.8210296100005507,True,1265.73,1265.27,1268.69,0.0,0.10679866373538971,6.2797065,0.5125921388467153,0.4356311168935563
12,0.828211217187345,False,1265.73,1264.16,1268.69,1.0,0.1018412709236145,6.3064647,0.48858659466107685,0.43826229837205677
13,0.8217154946178198,False,1265.73,1264.16,1268.69,1.0,0.10725744068622589,6.3046565,0.48967915773391724,0.43786922759479946
14,0.8288977043703198,True,1265.73,1265.93,1268.69,0.0,0.0817575678229332,6.314682,0.3203684290250142,0.31292755719688203
15,0.8205288359895349,False,1265.73,1265.27,1268.69,1.0,0.10679866373538971,6.2797065,0.5125921388467153,0.4356311168935563
16,0.8471674583852291,False,1265.73,1265.27,1268.69,1.0,0.10679866373538971,6.2797065,0.5125921388467153,0.4356311168935563
17,1.0412560272961855,False,1265.73,1265.93,1268.69,1.0,0.08645042032003403,6.3148727,0.3496519148349762,0.33718519806861874
18,0.8186322040855885,False,1265.73,1265.95,1268.69,1.0,0.11874756962060928,6.3378797,0.33005834420522057,0.3225979665915171
19,0.8273038230836391,False,1265.73,1265.9,1268.69,1.0,0.1037488505244255,6.31573,0.47813307444254555,0.43738756709628634
20,0.8220421923324466,False,1265.73,1265.9,1268.69,1.0,0.14858970046043396,6.3420115,0.4817807157834371,0.44044398532973394
