iter,time,valid,config7_cost,solver_cost,easy_cost,number_of_violations,classifier_score,entropy_score,top_arc_value,top_3_arcs
1,1.050904892385006,False,0,0,0,,0.09810446947813034,6.29611,0.7024219512939454,0.669712954097324
2,0.8281300766393542,True,1258.37,1258.87,1261.2,0.0,0.06556793302297592,6.274143,0.6298547744750976,0.5590626663631862
3,0.8086583567783237,True,1258.37,1259.99,1261.2,0.0,0.08443829417228699,6.2962456,0.5511621475219727,0.510693715678321
4,0.8193030692636967,True,1258.37,1260.78,1261.2,0.0,0.2819563150405884,6.299573,0.502121220032374,0.41758214235305785
5,0.8155498262494802,True,1258.37,1260.81,1261.2,0.0,0.0887744203209877,6.3054075,0.5318096021811167,0.5159818490346272
6,0.8254349958151579,True,1258.37,1260.93,1261.2,0.0,0.057408712804317474,6.279874,0.49683483242988585,0.4947722964816623
7,0.8173854481428862,True,1258.37,1261.09,1261.2,0.0,0.07766091823577881,6.3013473,0.482041335105896,0.4786462863286336
8,0.8225186979398131,True,1258.37,1261.26,1261.2,0.0,0.0833357721567154,6.30879,0.5136617620786031,0.4885312822129992
9,1.038543506525457,False,1258.37,1260.38,1261.2,1.0,0.07838869839906693,6.284903,0.7587931593259175,0.6920998016993204
10,0.8209795886650681,False,1258.37,1260.38,1261.2,1.0,0.07838869839906693,6.284903,0.7587931593259175,0.6920998016993204
11,0.8169438159093261,False,1258.37,1261.1,1261.2,1.0,0.06052934005856514,6.2728157,0.7703093528747559,0.7027089966668023
12,0.8270877646282315,True,1258.37,1262.53,1261.2,0.0,0.07097997516393661,6.308107,0.4817443331082662,0.4570010628965166
13,0.82413399964571,True,1258.37,1262.74,1261.2,0.0,0.25653374195098877,6.218276,0.763125608364741,0.6425354235702091
14,0.815124437212944,False,1258.37,1261.29,1261.2,1.0,0.08640096336603165,6.3111954,0.6369110743204752,0.5431172460317611
15,0.8146316157653928,False,1258.37,1261.29,1261.2,1.0,0.08639799058437347,6.3111987,0.6368965268135071,0.5430724586049716
16,0.82451456412673,True,1258.37,1263.13,1261.2,0.0,0.06095273047685623,6.3258324,0.47851325273513795,0.4289875235822466
17,1.0489530498161912,True,1258.37,1263.61,1261.2,0.0,0.21660953760147095,6.314356,0.5197023431460063,0.44737867150041793
18,0.8123054038733244,True,1258.37,1264.05,1261.2,0.0,0.06793659925460815,6.335022,0.41680222551027934,0.3942954401175181
19,0.8143832562491298,False,1258.37,1262.63,1261.2,1.0,0.057957399636507034,6.2983527,0.7743751168251037,0.7062791678640578
20,0.8219032753258944,False,1258.37,1264.05,1261.2,1.0,0.06793659925460815,6.335022,0.41680222551027934,0.3942954401175181
