iter,time,valid,config7_cost,solver_cost,easy_cost,number_of_violations,classifier_score,entropy_score,top_arc_value,top_3_arcs
1,0.826222482137382,False,0,0,0,,0.9992687106132507,5.669572,0.7160875181357066,0.620575330985917
2,0.8171921456232667,False,1270.89,1268.49,1273.83,3.0,0.9966917037963867,5.809332,0.6445968886216481,0.6221834871504042
3,1.0411059744656086,False,1270.89,1268.66,1273.83,3.0,0.9997358918190002,5.6799006,0.7375275293986002,0.6098614191015561
4,0.816988724283874,False,1270.89,1268.85,1273.83,3.0,0.9950898885726929,5.8762336,0.578621557354927,0.5202130027943187
5,0.8126946222037077,False,1270.89,1269.66,1273.83,4.0,0.9830542206764221,6.05155,0.667945584654808,0.6676951915025712
6,0.8198231868445873,False,1270.89,1269.66,1273.83,4.0,0.9976781010627747,5.877222,0.6746664047241211,0.5753835702935854
7,0.8225174332037568,False,1270.89,1270.44,1273.83,3.0,0.8929457068443298,6.1518936,0.7392097701629002,0.6303201191955142
8,0.8181220144033432,False,1270.89,1270.53,1273.83,3.0,0.9636120200157166,5.990489,0.8291619877020519,0.7508806096182931
9,0.8195524951443076,False,1270.89,1270.84,1273.83,1.0,0.2036668211221695,6.2499957,0.9501880844434102,0.8751056697633531
10,0.8200189843773842,False,1270.89,1271.39,1273.83,1.0,0.20604445040225983,6.3168125,0.5721936821937561,0.5494668702284495
11,1.04492084402591,False,1270.89,1271.39,1273.83,2.0,0.2061673402786255,6.3152704,0.571669360001882,0.5489410956700643
12,0.8225790951400995,False,1270.89,1271.39,1273.83,2.0,0.20118285715579987,6.314702,0.57188747326533,0.5490443037615882
13,0.8207050990313292,False,1270.89,1270.84,1273.83,2.0,0.21513375639915466,6.2509565,0.9498012264569601,0.879076623916626
14,0.8207924012094736,False,1270.89,1270.84,1273.83,2.0,0.20368050038814545,6.250003,0.950183383623759,0.8750985927051969
15,0.8170956848189235,False,1270.89,1271.39,1273.83,2.0,0.2061673402786255,6.3152704,0.571669360001882,0.5489410956700643
16,0.8301277989521623,False,1270.89,1271.39,1273.83,2.0,0.20118285715579987,6.314702,0.57188747326533,0.5490443037615882
17,0.8209056546911597,False,1270.89,1272.28,1273.83,1.0,0.12940947711467743,6.2442656,0.8506533026695251,0.782131290435791
18,0.8194008730351925,False,1270.89,1272.74,1273.83,1.0,0.1102324053645134,6.2479725,0.6419082105159759,0.5780809243520101
19,1.041858283802867,False,1270.89,1270.84,1273.83,2.0,0.21513375639915466,6.2509565,0.9498012264569601,0.879076623916626
20,0.8174776220694184,False,1270.89,1270.84,1273.83,2.0,0.2151479572057724,6.2509613,0.9498026450475057,0.8790784968270197
