iter,time,valid,config7_cost,solver_cost,easy_cost,number_of_violations,classifier_score,entropy_score,top_arc_value,top_3_arcs
1,1.0412599444389343,False,0,0,0,,0.06588251888751984,6.3634825,0.8972755869229635,0.8203496442900763
2,0.8138002138584852,True,1264.09,1263.29,1261.43,0.0,0.0836673155426979,6.394616,0.7742441137631734,0.7608902719285752
3,0.8126009805127978,True,1264.09,1263.46,1261.43,0.0,0.08113524317741394,6.391164,0.8085849046707153,0.7564158492618137
4,0.8207442527636886,False,1264.09,1263.46,1261.43,1.0,0.08113524317741394,6.391164,0.8085849046707153,0.7564158492618137
5,0.8185678338631988,False,1264.09,1263.46,1261.43,1.0,0.08113524317741394,6.391164,0.8085849046707153,0.7564158492618137
6,0.820231013931334,True,1264.09,1263.85,1261.43,0.0,0.11642979085445404,6.4175024,0.9167424201965332,0.8436466892560324
7,0.8160567041486502,False,1264.09,1263.46,1261.43,1.0,0.08113524317741394,6.391164,0.8085849046707153,0.7564158492618137
8,0.8297598576173186,False,1264.09,1263.46,1261.43,1.0,0.08113524317741394,6.391164,0.8085849046707153,0.7564158492618137
9,0.8128422694280744,True,1264.09,1263.94,1261.43,0.0,0.15859928727149963,6.414196,0.879736848672231,0.8705218659506904
10,1.05476504098624,False,1264.09,1263.94,1261.43,1.0,0.15859928727149963,6.414196,0.879736848672231,0.8705218659506904
11,0.8197486810386181,False,1264.09,1263.94,1261.43,1.0,0.15859928727149963,6.414196,0.879736848672231,0.8705218659506904
12,0.8220147173851728,True,1264.09,1265.84,1261.43,0.0,0.12234890460968018,6.394404,0.8735542217890422,0.8635664039187961
13,0.8222981989383698,False,1264.09,1265.82,1261.43,1.0,0.09722097218036652,6.3640656,0.9949643611907959,0.885744509432051
14,0.8223493071272969,False,1264.09,1265.82,1261.43,1.0,0.09722131490707397,6.3640647,0.9949644207954407,0.8857442498207093
15,0.8201954886317253,False,1264.09,1265.84,1261.43,1.0,0.12234890460968018,6.394404,0.8735542217890422,0.8635664039187961
16,0.8171041896566749,False,1264.09,1265.84,1261.43,1.0,0.12234890460968018,6.394404,0.8735542217890422,0.8635664039187961
17,0.8149784849956632,True,1264.09,1266.47,1261.43,0.0,0.1266225278377533,6.380066,0.7957096378008525,0.7403367572360567
18,1.0466054072603583,True,1264.09,1266.8,1261.43,0.0,0.09847310930490494,6.3824635,0.8770697911580404,0.854242033428616
19,0.8230722518637776,True,1264.09,1267.05,1261.43,0.0,0.0811033770442009,6.3526487,0.8797731479008992,0.8767938998010423
20,0.8161410428583622,True,1264.09,1267.17,1261.43,0.0,0.07342738658189774,6.347101,0.850835657119751,0.8059821089108784
