iter,time,valid,config7_cost,solver_cost,easy_cost,number_of_violations,classifier_score,entropy_score,top_arc_value,top_3_arcs
1,0.8077379651367664,False,0,0,0,,0.7940506935119629,6.1986413,0.5566935161749522,0.47570908599429657
2,0.8107408257201314,False,1266.31,1264.97,1268.29,2.0,0.40475285053253174,6.368488,0.840000319480896,0.778787887096405
3,0.8290071114897728,False,1266.31,1265.43,1268.29,2.0,0.23158438503742218,6.339266,0.8561120867729187,0.8011852184931437
4,0.8217006269842386,False,1266.31,1265.43,1268.29,3.0,0.23158438503742218,6.339266,0.8561120867729187,0.8011852184931437
5,0.8244659518823028,False,1266.31,1265.43,1268.29,3.0,0.23158057034015656,6.33927,0.8561002850532532,0.8011650443077087
6,0.8174302699044347,True,1266.31,1266.87,1268.29,0.0,0.11553330719470978,6.334181,0.7378640095392863,0.6916116237640382
7,0.8176273526623845,True,1266.31,1267.12,1268.29,0.0,0.12493927776813507,6.334914,0.6906959176063537,0.6601455330848695
8,0.81623859051615,True,1266.31,1267.14,1268.29,0.0,0.13085368275642395,6.3494663,0.6583433945973715,0.639907498492135
9,1.0564778642728925,True,1266.31,1267.6,1268.29,0.0,0.0701901987195015,6.328755,0.6831234375635783,0.6577378206782871
10,0.8177624866366386,True,1266.31,1268.1,1268.29,0.0,0.05215761065483093,6.305985,0.662229045232137,0.6483916640281677
11,0.812353054061532,True,1266.31,1268.49,1268.29,0.0,0.052875909954309464,6.3086143,0.642839394013087,0.633485805326038
12,0.8121642880141735,True,1266.31,1269.2,1268.29,0.0,0.1572064906358719,6.289072,0.6901414513587951,0.5453210261132982
13,0.8157921647652984,True,1266.31,1269.27,1268.29,0.0,0.04595375061035156,6.3102813,0.644624650478363,0.6102725254164801
14,0.8234370844438672,True,1266.31,1269.56,1268.29,0.0,0.03669585660099983,6.3139253,0.5898987730344136,0.5594015578428904
15,0.8217430859804153,False,1266.31,1269.56,1268.29,1.0,0.03718593716621399,6.313278,0.626869269212087,0.5727508942286174
16,0.8221135847270489,False,1266.31,1268.83,1268.29,2.0,0.05638042837381363,6.2796984,0.9001891613006592,0.7645296288861169
17,1.0503169791772962,False,1266.31,1268.83,1268.29,2.0,0.05635884031653404,6.2796764,0.9001769622166952,0.7645220822758144
18,0.8313829638063908,False,1266.31,1269.28,1268.29,2.0,0.12248938530683517,6.309348,0.8082205653190613,0.7536095897356669
19,0.8109090737998486,False,1266.31,1270.06,1268.29,1.0,0.051184047013521194,6.31385,0.8345961769421896,0.6963481538825564
20,0.8167646452784538,False,1266.31,1270.14,1268.29,1.0,0.03604351356625557,6.315133,0.6309456785519918,0.5757557272911072
